"id","title","short_title","api_uri","first_name","last_name","date_of_birth","gender","party","twitter_account","facebook_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","in_office","dw_nominate","seniority","next_election","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","district","at_large","geoid","missed_votes_pct","votes_with_party_pct","votes_against_party_pct","middle_name","youtube_account","leadership_role","suffix","contact_form","vacate","successor","non_voting"
"C001107","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001107.json","Carlos","Curbelo","1980-03-01","M","R","RepCurbelo","repcurbelo",412621,70472,137676,21512,"N00035403","/m/0127nzmk","H4FL26038","https://curbelo.house.gov",NA,FALSE,0.211,4,2018,1211,90,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:fl/cd:26","1404 Longworth House Office Building","202-225-2778",NA,"FL","26",FALSE,1226,7.43,87.63,12.37,NA,NA,"",NA,NA,0,0,0
"C001114","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001114.json","John","Curtis","1960-05-10","M","R","RepJohnCurtis","RepJohnCurtis",412740,NA,123390,21755,"N00041221","/m/0bmdhtb","","https://curtis.house.gov","https://curtis.house.gov/category/press-releases/feed/",FALSE,0.55,2,2018,587,10,0,"2021-03-02 02:35:30 -0500","ocd-division/country:us/state:ut/cd:3",NA,NA,NA,"UT","3",FALSE,4903,1.7,98.08,1.92,NA,NA,NA,NA,NA,0,1,0
"D000626","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000626.json","Warren","Davidson","1970-03-01","M","R","WarrenDavidson","CongressmanWarrenDavidson",412675,102555,166760,21564,"N00038767","/g/11cmmch3q8","H6OH08315","https://davidson.house.gov",NA,FALSE,0.795,4,2018,1211,11,0,"2021-03-02 02:35:30 -0500","ocd-division/country:us/state:oh/cd:8","1004 Longworth House Office Building","202-225-6205",NA,"OH","8",FALSE,3908,0.91,94.39,5.61,NA,NA,NA,NA,NA,0,0,0
"D000096","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000096.json","Danny","Davis","1941-09-06","M","D","RepDannyDavis","CongressmanDKDavis",400093,44325,233,29717,"N00004884","/m/0256k7","H4IL07037","https://davis.house.gov",NA,FALSE,-0.486,22,2018,1211,170,0,"2021-03-02 02:35:30 -0500","ocd-division/country:us/state:il/cd:7","2159 Rayburn House Office Building","202-225-5006","202-225-5641","IL","7",FALSE,1707,14.04,96.66,3.34,"K.","dannykdavis07",NA,NA,NA,0,0,0
"D000619","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000619.json","Rodney","Davis","1970-01-05","M","R","RodneyDavis","RepRodneyDavis",412536,68337,9622,21328,"N00034784","/m/0jwttjt","H2IL13120","https://rodneydavis.house.gov",NA,FALSE,0.296,6,2018,1211,44,0,"2021-03-02 02:35:30 -0500","ocd-division/country:us/state:il/cd:13","1740 Longworth House Office Building","202-225-2371","217-791-6168","IL","13",FALSE,1713,3.63,94.23,5.77,NA,"RepRodneyDavis",NA,NA,NA,0,0,0
"D000598","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000598.json","Susan","Davis","1944-04-13","F","D","RepSusanDavis","RepSusanDavis",400097,85595,8168,20108,"N00009604","/m/024xs5","H0CA49055","https://susandavis.house.gov",NA,FALSE,-0.343,18,2018,1211,32,1,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:ca/cd:53","1214 Longworth House Office Building","202-225-2040","202-225-2948","CA","53",FALSE,653,2.64,96.95,3.05,"A.","RepSusanADavis",NA,NA,NA,0,0,0
"D000191","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000191.json","Peter","DeFazio","1947-05-27","M","D","RepPeterDeFazio","RepPeterDeFazio",400100,6068,27037,15410,"N00007781","/m/033ttx","H6OR04047","https://defazio.house.gov","https://defazio.house.gov/rss.xml",FALSE,-0.429,32,2018,1211,47,5,"2021-03-02 02:35:31 -0500","ocd-division/country:us/state:or/cd:4","2134 Rayburn House Office Building","202-225-6416",NA,"OR","4",FALSE,4104,3.88,95.51,4.49,"A.","PeterDeFazio",NA,NA,NA,0,0,0
"D000197","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000197.json","Diana","DeGette","1957-07-29","F","D","RepDianaDeGette","DianaDeGette",400101,90293,561,29710,"N00006134","/m/024z95","H6CO01141","https://degette.house.gov","https://degette.house.gov/rss.xml",FALSE,-0.432,22,2018,1211,78,1,"2021-03-02 02:35:31 -0500","ocd-division/country:us/state:co/cd:1","2111 Rayburn House Office Building","202-225-4431","202-225-5657","CO","1",FALSE,801,6.44,96.83,3.17,NA,"RepDianaDeGette",NA,NA,NA,0,0,0
"D000620","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000620.json","John","Delaney","1963-04-16","M","D","RepJohnDelaney","congressmanjohndelaney",412544,68432,135143,21334,"N00033897","/m/09g8h5d","H2MD06195","https://delaney.house.gov",NA,FALSE,-0.276,6,2018,1211,39,2,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:md/cd:6","1632 Longworth House Office Building","202-225-2721","202-225-2193","MD","6",FALSE,2406,3.22,95.37,4.63,NA,"repjohndelaney",NA,NA,NA,0,0,0
"D000216","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000216.json","Rosa","DeLauro","1943-03-02","F","D","RosaDeLauro","CongresswomanRosaDeLauro",400103,19040,26788,29109,"N00000615","/m/024zn0","H0CT03072","https://delauro.house.gov","https://delauro.house.gov/rss.xml",FALSE,-0.416,28,2018,1211,81,1,"2021-03-02 02:35:31 -0500","ocd-division/country:us/state:ct/cd:3","2413 Rayburn House Office Building","202-225-3661","202-225-4890","CT","3",FALSE,903,6.69,97.64,2.36,NA,"rosadelauro",NA,NA,NA,0,0,0
"D000617","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000617.json","Suzan","DelBene","1962-02-17","F","D","RepDelBene","RepDelBene",412505,1033929,126272,31101,"N00030693","/m/05p0dnk","H0WA08046","https://delbene.house.gov",NA,FALSE,-0.279,8,2018,1211,2,2,"2021-03-02 02:35:31 -0500","ocd-division/country:us/state:wa/cd:1","2442 Rayburn House Office Building","202-225-6311","202-226-1606","WA","1",FALSE,5301,0.17,96.35,3.65,"K.",NA,NA,NA,NA,0,0,0
"D000627","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000627.json","Val","Demings","1957-03-12","F","D","RepValDemings","RepresentativeValDemings",412696,623713,137637,21713,"N00033449","/m/0n52xwn","H2FL08063","https://demings.house.gov","https://demings.house.gov/rss.xml",FALSE,-0.346,2,2018,1211,17,0,"2021-03-02 02:35:31 -0500","ocd-division/country:us/state:fl/cd:10","238 Cannon House Office Building","202-225-2176",NA,"FL","10",FALSE,1210,1.4,96.99,3.01,NA,NA,NA,NA,NA,0,0,0
"D000612","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000612.json","Jeffrey","Denham","1967-07-29","M","R","RepJeffDenham","RepJeffDenham",412403,623287,28769,21109,"N00031593","/m/02q4gng","H0CA19173","https://denham.house.gov",NA,FALSE,0.306,8,2018,1211,80,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:ca/cd:10","1730 Longworth House Office Building","202-225-4540","202-225-3402","CA","10",FALSE,610,6.61,92.1,7.9,NA,"repjeffdenham","",NA,NA,0,0,0
"D000604","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000604.json","Charlie","Dent","1960-05-24","M","R","RepCharlieDent","CongressmanDent",400648,1011395,9121,20526,"N00026171","/m/04fcm3","H4PA15087","https://dent.house.gov",NA,FALSE,0.244,14,2018,891,19,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:pa/cd:15","2082 Rayburn House Office Building","202-225-6411","202-226-0778","PA","15",FALSE,4215,2.13,93.89,6.11,NA,"CongressmanDent","",NA,NA,1,0,0
"D000621","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000621.json","Ron","DeSantis","1978-09-14","M","R","RepDeSantis","RepDeSantis",412526,79744,137630,21318,"N00034746","/m/0l8mn35","H2FL00292","https://desantis.house.gov",NA,FALSE,0.663,6,2018,1104,116,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:fl/cd:6","1524 Longworth House Office Building","202-225-2706","202-226-6299","FL","6",FALSE,1206,10.51,94.21,5.79,NA,"RepRonDeSantis","",NA,NA,1,0,0
"D000623","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000623.json","Mark","DeSaulnier","1952-03-31","M","D","RepDeSaulnier","RepMarkDeSaulnier",412613,61736,69477,21504,"N00030709","/m/0289gkw","H0CA10073","https://desaulnier.house.gov","https://desaulnier.house.gov/rss.xml",FALSE,-0.532,4,2018,1211,18,0,"2021-03-02 02:35:31 -0500","ocd-division/country:us/state:ca/cd:11","115 Cannon House Office Building","202-225-2095","202-225-5609","CA","11",FALSE,611,1.49,95.61,4.39,NA,NA,NA,NA,NA,0,0,0
"D000616","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000616.json","Scott","DesJarlais","1964-02-21","M","R","DesJarlaisTN04","ScottDesJarlaisTN04",412477,623517,123473,21179,"N00030957","/m/09k4h2_","H0TN04195","https://desjarlais.house.gov","https://desjarlais.house.gov/rss.xml",FALSE,0.593,8,2018,1211,52,0,"2021-03-02 02:35:31 -0500","ocd-division/country:us/state:tn/cd:4","2301 Rayburn House Office Building","202-225-6831","202-226-5172","TN","4",FALSE,4704,4.29,97.14,2.86,NA,"ScottDesJarlaisTN04",NA,NA,NA,0,0,0
"D000610","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000610.json","Ted","Deutch","1966-05-07","M","D","RepTedDeutch","CongressmanTedDeutch",412385,9267613,67151,20959,"N00031317","/m/03cg3qs","H0FL19080","https://teddeutch.house.gov","https://teddeutch.house.gov/news/rss.aspx",FALSE,-0.4,10,2018,1211,86,2,"2021-03-02 02:35:31 -0500","ocd-division/country:us/state:fl/cd:22","2447 Rayburn House Office Building","202-225-3001","202-225-5974","FL","22",FALSE,1222,7.1,96.53,3.47,NA,"congressmanteddeutch",NA,NA,NA,0,0,0
"D000600","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000600.json","Mario","Diaz-Balart","1961-09-25","M","R","MarioDB","mdiazbalart",400108,1003562,24312,20316,"N00025337","/m/02536z","H2FL25018","https://mariodiazbalart.house.gov","https://mariodiazbalart.house.gov/rss.xml",FALSE,0.276,16,2018,1211,91,0,"2021-03-02 02:35:31 -0500","ocd-division/country:us/state:fl/cd:25","440 Cannon House Office Building","202-225-4211","202-225-8576","FL","25",FALSE,1225,7.51,93.99,6.01,NA,"MarioDiazBalart",NA,NA,NA,0,0,0
"D000624","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000624.json","Debbie","Dingell","1953-11-23","F","D","RepDebDingell","RepDebbieDingell",412637,20818,152482,21529,"N00036149","/m/03m4188","H4MI12079","https://debbiedingell.house.gov",NA,FALSE,-0.409,4,2018,1211,13,3,"2021-03-02 02:35:31 -0500","ocd-division/country:us/state:mi/cd:12","116 Cannon House Office Building","202-225-4071","202-226-0371","MI","12",FALSE,2612,1.07,98.46,1.54,NA,NA,NA,NA,NA,0,0,0
"D000399","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000399.json","Lloyd","Doggett","1946-10-06","M","D","RepLloydDoggett","lloyddoggett",400111,36810,21689,29571,"N00006023","/m/03flzn","H4TX10028","https://doggett.house.gov","https://doggett.house.gov/rss.xml",FALSE,-0.402,24,2018,1211,22,0,"2021-03-02 02:35:32 -0500","ocd-division/country:us/state:tx/cd:35","2307 Rayburn House Office Building","202-225-4865","202-225-3073","TX","35",FALSE,4835,1.82,96.55,3.45,NA,"doggett",NA,NA,NA,0,0,0
"D000625","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000625.json","Daniel","Donovan","1956-11-06","M","R","RepDanDonovan","RepDanDonovan",412672,74763,127760,21560,"N00036928","/m/0c036qd","H6NY11174","https://donovan.house.gov",NA,FALSE,0.227,4,2018,1211,28,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:ny/cd:11","1541 Longworth House Office Building","202-225-3371",NA,"NY","11",FALSE,3611,2.31,93.03,6.97,"M.",NA,"",NA,NA,0,0,0
"D000482","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000482.json","Mike","Doyle","1953-08-05","M","D","USRepMikeDoyle","usrepmikedoyle",400114,36774,21853,29561,"N00001373","/m/03tqjg","H4PA18131","https://doyle.house.gov","https://doyle.house.gov/rss.xml",FALSE,-0.33,24,2018,1211,24,1,"2021-03-02 02:35:32 -0500","ocd-division/country:us/state:pa/cd:14","239 Cannon House Office Building","202-225-2135","202-225-3084","PA","14",FALSE,4214,1.98,97.66,2.34,NA,"CongressmanDoyle",NA,NA,NA,0,0,0
"D000614","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000614.json","Sean","Duffy","1971-10-03","M","R","RepSeanDuffy","RepSeanDuffy",412488,623570,126238,21189,"N00030967","/m/026m6hd","H0WI07051","https://duffy.house.gov","https://duffy.house.gov/rss.xml",FALSE,0.508,8,2018,1211,44,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:wi/cd:7","2330 Rayburn House Office Building","202-225-3365","202-225-3240","WI","7",FALSE,5507,3.63,95.09,4.91,NA,"RepSeanDuffy",NA,NA,NA,0,0,0
"D000615","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000615.json","Jeffrey","Duncan","1966-01-07","M","R","RepJeffDuncan","RepJeffDuncan",412472,62713,47967,21174,"N00030752","/m/0ddgp1k","H0SC03077","https://jeffduncan.house.gov","https://jeffduncan.house.gov/rss.xml",FALSE,0.742,8,2018,1211,91,0,"2021-03-02 02:35:32 -0500","ocd-division/country:us/state:sc/cd:3","2229 Rayburn House Office Building","202-225-5301","202-225-3216","SC","3",FALSE,4503,7.51,95.07,4.93,NA,"congjeffduncan",NA,NA,NA,0,0,0
"D000533","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000533.json","John","Duncan","1947-07-21","M","R","RepJohnDuncanJr","CongressmanDuncan",400116,6114,27069,15455,"N00003209","/m/0450rl","H8TN02069","https://duncan.house.gov",NA,FALSE,0.604,32,2018,1211,28,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:tn/cd:2","2207 Rayburn House Office Building","202-225-5435","202-225-6440","TN","2",FALSE,4702,2.31,89.56,10.44,"J.","RepJohnDuncan",NA,"Jr.",NA,0,0,0
"D000628","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000628.json","Neal","Dunn","1953-02-16","M","R","drnealdunnfl2","drnealdunnfl2",412691,104529,166297,21714,"N00037442","/g/11c2ld4vv7","H6FL02208","https://dunn.house.gov","https://dunn.house.gov/?a=RSS.Feed",FALSE,0.501,2,2018,1211,28,0,"2021-03-02 02:35:32 -0500","ocd-division/country:us/state:fl/cd:2","423 Cannon House Office Building","202-225-5235",NA,"FL","2",FALSE,1202,2.31,98.47,1.53,NA,NA,NA,NA,NA,0,0,0
"E000288","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000288.json","Keith","Ellison","1963-08-04","M","D","keithellison","Keith.Ellison",412215,1022556,38982,20727,"N00028257","/m/0dlwms","H6MN05183","https://ellison.house.gov",NA,FALSE,-0.537,12,2018,1211,210,5,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:mn/cd:5","2263 Rayburn House Office Building","202-225-4755","202-225-4886","MN","5",FALSE,2705,17.34,94.66,5.34,NA,"RepKeithEllison","",NA,NA,0,0,0
"E000294","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000294.json","Tom","Emmer","1961-03-03","M","R","RepTomEmmer","reptomemmer",412639,75567,38894,21531,"N00035440","/m/06w2w3l","H4MN06087","https://emmer.house.gov",NA,FALSE,0.434,4,2018,1211,13,0,"2021-03-02 02:35:32 -0500","ocd-division/country:us/state:mn/cd:6","315 Cannon House Office Building","202-225-2331","202-225-6475","MN","6",FALSE,2706,1.07,94.97,5.03,NA,"RepTomEmmer",NA,NA,NA,0,0,0
"E000179","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000179.json","Eliot","Engel","1947-02-18","M","D","RepEliotEngel","RepEliotLEngel",400122,6109,26972,15603,"N00001003","/m/03tt1r","H8NY19058","https://engel.house.gov",NA,FALSE,-0.408,30,2018,1211,61,2,"2019-11-18 02:30:21 -0500","ocd-division/country:us/state:ny/cd:16","2462 Rayburn House Office Building","202-225-2464","202-225-5513","NY","16",FALSE,3616,5.04,96.87,3.13,"L.","engel2161",NA,NA,NA,0,0,0
"E000215","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000215.json","Anna","Eshoo","1942-12-13","F","D","RepAnnaEshoo","RepAnnaEshoo",400124,26130,26741,29312,"N00007335","/m/024t6x","H8CA12098","https://eshoo.house.gov",NA,FALSE,-0.381,26,2018,1211,73,1,"2021-03-02 02:35:32 -0500","ocd-division/country:us/state:ca/cd:18","241 Cannon House Office Building","202-225-8104","202-225-8890","CA","18",FALSE,618,6.03,96.58,3.42,"G.","RepAnnaEshoo",NA,NA,NA,0,0,0
"E000297","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000297.json","Adriano","Espaillat","1954-09-27","M","D","RepEspaillat","RepEspaillat",412718,68413,14379,21715,"N00034549","/m/06nfs2","H2NY13096","https://espaillat.house.gov",NA,FALSE,-0.623,2,2018,1211,13,1,"2021-03-02 02:35:32 -0500","ocd-division/country:us/state:ny/cd:13","1630 Longworth House Office Building","202-225-4365","202-225-0816","NY","13",FALSE,3613,1.07,96.83,3.17,NA,NA,NA,NA,NA,0,0,0
"E000298","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000298.json","Ron","Estes","1956-07-19","M","R","RepRonEstes","RepRonEstes",412735,107963,125031,21750,"N00040712","/m/0gfgsrm","H8KS04112","https://estes.house.gov",NA,FALSE,0.549,2,2018,988,10,0,"2021-03-02 02:35:32 -0500","ocd-division/country:us/state:ks/cd:4","2452 Rayburn House Office Building","202-225-6216","202-225-3489","KS","4",FALSE,2004,1.01,98.46,1.54,NA,NA,NA,NA,"https://estes.house.gov/contact/",0,1,0
"E000293","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000293.json","Elizabeth","Esty","1959-08-25","F","D","RepEsty","RepEsty",412524,1020906,72826,21316,"N00033217","/m/0l8ll7_","H2CT05131","https://esty.house.gov",NA,FALSE,-0.315,6,2018,1210,5,1,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:ct/cd:5","221 Cannon House Office Building","202-225-4476","202-225-5933","CT","5",FALSE,905,0.41,97.61,2.39,NA,"RepEsty","",NA,NA,0,0,0
"E000296","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000296.json","Dwight","Evans","1954-05-16","M","D","RepDwightEvans","RepDwightEvans",412677,56729,9128,21566,"N00038450","/m/03y8h6m","H6PA02171","https://evans.house.gov",NA,FALSE,-0.451,4,2018,1211,10,3,"2021-03-02 02:35:32 -0500","ocd-division/country:us/state:pa/cd:2","1105 Longworth House Office Building","202-225-4001",NA,"PA","2",FALSE,4202,0.83,97.01,2.99,NA,NA,NA,NA,NA,0,0,0
"F000460","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000460.json","Blake","Farenthold","1961-12-12","M","R","Farenthold","BlakeFarenthold",412482,95180,116919,21184,"N00031672","/m/0ds2ztj","H0TX27061","https://farenthold.house.gov",NA,FALSE,0.548,8,2018,840,6,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:tx/cd:27","2331 Rayburn House Office Building","202-225-7742","202-226-1134","TX","27",FALSE,4827,0.71,96.87,3.13,NA,"BlakeFarenthold","",NA,NA,1,0,0
"F000464","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000464.json","John","Faso","1952-08-25","M","R","RepJohnFaso","RepJohnFaso",412719,1021406,4311,21716,"N00037288","/m/0bgx6c","H6NY19169","https://faso.house.gov",NA,FALSE,0.234,2,2018,1211,8,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:ny/cd:19","1616 Longworth House Office Building","202-225-5614","202-225-1168","NY","19",FALSE,3619,0.66,89.47,10.53,NA,NA,"",NA,NA,0,0,0
"F000465","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000465.json","A.","Ferguson","1966-11-15","M","R","RepDrewFerguson","RepDrewFerguson",412700,104731,168132,21717,"N00039090","/g/11c0xj334k","H6GA03113","https://ferguson.house.gov",NA,FALSE,0.522,2,2018,1211,6,0,"2021-03-02 02:35:33 -0500","ocd-division/country:us/state:ga/cd:3","1032 Longworth House Office Building","202-225-5901",NA,"GA","3",FALSE,1303,0.5,98.5,1.5,"Drew",NA,NA,NA,NA,0,0,0
"F000466","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000466.json","Brian","Fitzpatrick","1973-12-17","M","R","repbrianfitz","repbrianfitzpatrick",412721,103537,167708,21718,"N00038779","/g/11c2l6lhlm","H6PA08277","https://fitzpatrick.house.gov",NA,FALSE,0.215,2,2018,1211,4,0,"2021-03-02 02:35:33 -0500","ocd-division/country:us/state:pa/cd:8","514 Cannon House Office Building","202-225-4276",NA,"PA","8",FALSE,4208,0.33,81.6,18.4,NA,NA,NA,NA,NA,0,0,0
"F000459","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000459.json","Chuck","Fleischmann","1962-10-11","M","R","RepChuck","repchuck",412476,95146,123456,21178,"N00030815","/m/0ddd54f","H0TN03254","https://fleischmann.house.gov","https://fleischmann.house.gov/rss.xml",FALSE,0.471,8,2018,1211,1,0,"2021-03-02 02:35:33 -0500","ocd-division/country:us/state:tn/cd:3","2410 Rayburn House Office Building","202-225-3271","202-225-3494","TN","3",FALSE,4703,0.08,97.34,2.66,NA,"repchuck",NA,NA,NA,0,0,0
"F000461","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000461.json","Bill","Flores","1954-02-25","M","R","RepBillFlores","RepBillFlores",412480,623540,116906,21182,"N00031545","/m/0bs1ntq","H0TX17104","https://flores.house.gov","https://flores.house.gov/news/rss.aspx",FALSE,0.604,8,2018,1211,30,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:tx/cd:17","2440 Rayburn House Office Building","202-225-6105","202-225-0350","TX","17",FALSE,4817,2.48,95.4,4.6,NA,"RepBillFlores",NA,NA,NA,0,0,0
"F000449","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000449.json","Jeff","Fortenberry","1960-12-27","M","R","JeffFortenberry","jefffortenberry",400640,1013049,41929,20518,"N00026631","/m/04fcch","H4NE01064","https://fortenberry.house.gov","https://fortenberry.house.gov/rss.xml",FALSE,0.299,14,2018,1211,30,0,"2021-03-02 02:35:33 -0500","ocd-division/country:us/state:ne/cd:1","1514 Longworth House Office Building","202-225-4806","202-225-5686","NE","1",FALSE,3101,2.48,94.21,5.79,NA,"JeffFortenberry",NA,NA,NA,0,0,0
"F000454","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000454.json","Bill","Foster","1955-10-07","M","D","RepBillFoster","CongressmanBillFoster",412257,1027346,101632,20749,"N00029139","/m/02rq8nc","H8IL14067","https://foster.house.gov","https://foster.house.gov/rss.xml",FALSE,-0.225,6,2018,1211,26,1,"2021-03-02 02:35:33 -0500","ocd-division/country:us/state:il/cd:11","1224 Longworth House Office Building","202-225-3515","202-225-9420","IL","11",FALSE,1711,2.15,96.1,3.9,NA,"RepBillFoster",NA,NA,NA,0,0,0
"F000450","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000450.json","Virginia","Foxx","1943-06-29","F","R","VirginiaFoxx","RepVirginiaFoxx",400643,1013052,6051,20521,"N00026166","/m/02b5dz","H4NC05146","https://foxx.house.gov","https://foxx.house.gov/news/rss.aspx",FALSE,0.642,12,2018,1211,1,0,"2021-03-02 02:35:33 -0500","ocd-division/country:us/state:nc/cd:5","2262 Rayburn House Office Building","202-225-2071","202-225-2995","NC","5",FALSE,3705,0.08,93.52,6.48,NA,"repvirginiafoxx",NA,NA,NA,0,0,0
"F000462","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000462.json","Lois","Frankel","1948-05-16","F","D","RepLoisFrankel","RepLoisFrankel",412529,623714,8102,21321,"N00002893","/m/0gjdw8_","H2FL14053","https://frankel.house.gov",NA,FALSE,-0.403,6,2018,1211,83,2,"2021-03-02 02:35:34 -0500","ocd-division/country:us/state:fl/cd:21","1037 Longworth House Office Building","202-225-9890","561-998-9048","FL","21",FALSE,1221,6.85,96.91,3.09,NA,"reploisfrankel",NA,NA,NA,0,0,0
"F000448","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000448.json","Trent","Franks","1957-06-19","M","R","RepTrentFranks","TrentFranks",400141,1003550,28399,20304,"N00006423","/m/024p5b","H4AZ04024","https://franks.house.gov/",NA,FALSE,0.749,16,2018,672,25,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:az/cd:8","2435 Rayburn House Office Building","202-225-4576","202-225-6328","AZ","8",FALSE,408,3.72,95.66,4.34,NA,NA,"",NA,NA,1,0,0
"F000372","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000372.json","Rodney","Frelinghuysen","1946-04-29","M","R","USRepRodney","rfrelinghuysen",400142,37781,22177,29541,"N00000684","/m/03bktp","H2NJ05014","https://frelinghuysen.house.gov",NA,FALSE,0.292,24,2018,1211,24,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:nj/cd:11","2306 Rayburn House Office Building","202-225-5034","202-225-3186","NJ","11",FALSE,3411,1.98,96.02,3.98,NA,"RepFrelinghuysen","",NA,NA,0,0,0
"F000455","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000455.json","Marcia","Fudge","1952-10-29","F","D","RepMarciaFudge","RepMarciaLFudge",412327,1030928,110640,20941,"N00030490","/m/04n11v9","H8OH11141","https://fudge.house.gov",NA,FALSE,-0.583,12,2018,1211,47,2,"2021-03-02 02:35:34 -0500","ocd-division/country:us/state:oh/cd:11","2344 Rayburn House Office Building","202-225-7032","202-225-1339","OH","11",FALSE,3911,3.88,97,3,"L.","marcialfudge",NA,NA,NA,0,0,0
"G000571","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000571.json","Tulsi","Gabbard","1981-04-12","F","D","TulsiPress","RepTulsiGabbard",412532,1025291,129306,21324,"N00033281","/m/0cnyrfq","H2HI02508","https://gabbard.house.gov","https://gabbard.house.gov/rss.xml",FALSE,-0.28,6,2018,1211,68,2,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:hi/cd:2","1433 Longworth House Office Building","202-225-4906","202-225-4987","HI","2",FALSE,1502,5.62,94.79,5.21,NA,"tulsipress",NA,NA,NA,0,0,0
"G000578","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000578.json","Matt","Gaetz","1982-05-07","M","R","RepMattGaetz","CongressmanMattGaetz",412690,104528,117101,21719,"N00039503","/m/0s8w2_s","H6FL01119","https://gaetz.house.gov","https://gaetz.house.gov/rss.xml",FALSE,0.748,2,2018,1211,62,0,"2021-03-02 02:35:34 -0500","ocd-division/country:us/state:fl/cd:1","507 Cannon House Office Building","202-225-4136",NA,"FL","1",FALSE,1201,5.12,89.35,10.66,NA,NA,NA,NA,NA,0,0,0
"G000579","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000579.json","Mike","Gallagher","1984-03-03","M","R","RepGallagher","RepMikeGallagher",412731,104067,171843,21720,"N00039330","/g/11c5qns1cc","H6WI08155","https://gallagher.house.gov","https://gallagher.house.gov/rss.xml",FALSE,0.566,2,2018,1211,16,0,"2021-03-02 02:35:34 -0500","ocd-division/country:us/state:wi/cd:8","1007 Longworth House Office Building","202-225-5665",NA,"WI","8",FALSE,5508,1.32,93.02,6.98,NA,NA,NA,NA,NA,0,0,0
